       Ti        Tf      G1      G2      G3
    1.472     1.488   16.07    9.02    1.00
    1.488     1.504   18.11   11.05    6.01
    1.504     1.520   19.08    3.00    2.00
    1.520     1.536   18.08    5.01    3.00
    1.536     1.552   31.24    7.02    5.01
    1.552     1.568   17.10   16.07    1.00
    1.568     1.584   22.12    2.00    7.02
    1.584     1.600   33.75    6.01    2.00
    1.600     1.616   18.08    6.01    1.00
    1.616     1.632   18.08    7.01    1.00
    1.632     1.648   10.04   10.04    4.01
    1.648     1.664   26.19   10.04    6.01
    1.664     1.680   26.18   10.03    3.00
    1.680     1.696   22.12    7.01    1.00
    1.696     1.712   22.12    6.01    2.00
    1.712     1.728   15.06    4.01    3.00
    1.728     1.744   28.21    8.03    7.02
    1.744     1.760   19.09    4.01    4.01
    1.760     1.776   22.14    9.03    4.01
    1.776     1.792   25.15    5.01    3.00
    1.792     1.808   22.12    5.01    4.01
    1.808     1.824   17.08    7.02    3.00
    1.824     1.840   14.06    7.02    4.01
    1.840     1.856   17.09   11.04    2.00
    1.856     1.872   28.17    5.01    2.00
    1.872     1.888   11.03    6.01    0.00
    1.888     1.904   19.11   10.04    4.01
    1.904     1.920   31.24   10.03    2.00
    1.920     1.936   17.09   11.04    2.00
    1.936     1.952   12.04    7.02    2.00
    1.952     1.968   19.09    6.01    1.00
    1.968     1.984   29.21    9.03    4.01
    1.984     2.000   14.06    7.02    2.00
    2.000     2.016   21.12   10.03    2.00
    2.016     2.032    9.03    7.02    4.01
    2.032     2.048   22.12    7.02    2.00
    2.048     2.064   14.05    6.01    2.00
    2.064     2.080   13.05    6.02    4.01
    2.080     2.096   18.09   10.03    0.00
    2.096     2.112   19.12   14.06    3.00
    2.112     2.128   17.09    8.03    5.01
    2.128     2.144   23.13    8.02    2.00
    2.144     2.160   22.14   10.04    5.01
    2.160     2.176   21.12    7.02    4.01
    2.176     2.192   26.14    4.00    0.00
    2.192     2.208   19.09    6.01    3.00
    2.208     2.224   27.16    6.01    1.00
    2.224     2.240   20.11    7.02    3.00
    2.240     2.256   17.07    6.01    1.00
    2.256     2.272   26.17    8.02    3.00
    2.272     2.288   14.07   12.04    1.00
    2.288     2.304   20.10    7.02    2.00
    2.304     2.320   23.13    6.02    4.01
    2.320     2.336   18.08    7.01    1.00
    2.336     2.352   21.09    3.00    0.00
    2.352     2.368   14.07   10.04    4.01
    2.368     2.384   18.09    6.02    4.01
    2.384     2.400   22.12    8.02    1.00
    2.400     2.416   25.15    7.02    2.00
    2.416     2.432   19.11    9.03    6.01
    2.432     2.448   19.10    5.01    5.01
    2.448     2.464   23.13    3.01    5.01
    2.464     2.480   17.07    5.01    3.00
    2.480     2.496   30.22    8.02    4.01
    2.496     2.512   23.13    8.02    2.00
    2.512     2.528   13.05    5.01    5.01
    2.528     2.544   29.19    6.01    3.00
    2.544     2.560   16.06    4.01    3.00
    2.560     2.576   19.08    5.01    1.00
    2.576     2.592   18.09    6.01    3.00
    2.592     2.608   24.13    6.01    1.00
    2.608     2.624   26.16    6.02    4.01
    2.624     2.640   18.07    4.01    1.00
    2.640     2.656   15.07    9.02    2.00
    2.656     2.672   13.05    5.01    3.00
    2.672     2.688   19.10    5.02    7.02
    2.688     2.704   11.04    5.01    5.01
    2.704     2.720   16.06    5.01    1.00
    2.720     2.736   15.06    7.02    2.00
    2.736     2.752   20.11    8.02    3.00
    2.752     2.768   22.14    9.03    4.01
    2.768     2.784   19.10    8.02    2.00
    2.784     2.800   10.04    6.02    4.01
    2.800     2.816   11.04    8.02    3.00
    2.816     2.832   18.10   12.04    2.00
    2.832     2.848   19.09    5.01    2.00
    2.848     2.864   18.08    7.01    1.00
    2.864     2.880   23.12    4.01    2.00
    2.880     2.896   22.12    6.01    2.00
    2.896     2.912   27.17    2.00    6.01
    2.912     2.928   21.10    4.01    3.00
    2.928     2.944   21.10    6.01    1.00
    2.944     2.960   21.11    8.02    1.00
    2.960     2.976   14.05    6.01    2.00
    2.976     2.992   16.07    6.02    4.01
    2.992     3.008   11.04    7.02    4.01
    3.008     3.024   27.17    7.02    2.00
    3.024     3.040   17.08    9.02    1.00
    3.040     3.056   10.03    4.01    2.00
    3.056     3.072   23.11    2.00    1.00
    3.072     3.088   21.14   11.04    5.01
    3.088     3.104   20.11    8.02    3.00
    3.104     3.120   25.15    7.02    2.00
    3.120     3.136   19.12   11.04    5.01
    3.136     3.152   17.07    7.01    1.00
    3.152     3.168   18.10   10.03    3.00
    3.168     3.184   22.12    5.01    5.01
    3.184     3.200   19.09    4.01    4.01
    3.200     3.216   16.07    6.02    4.01
    3.216     3.232   20.09    6.01    0.00
    3.232     3.248   18.08    6.01    2.00
    3.248     3.264   18.09   10.03    0.00
    3.264     3.280   16.07   10.03    0.00
    3.280     3.296   27.18    7.02    3.00
    3.296     3.312   23.12    3.00    3.00
    3.312     3.328   16.07    7.02    3.00
    3.328     3.344   15.07    9.03    3.00
    3.344     3.360   23.14    5.01    6.01
    3.360     3.376   21.11    5.01    3.00
    3.376     3.392   10.03    8.02    1.00
    3.392     3.408   20.10    6.01    2.00
    3.408     3.424   14.06    9.02    1.00
    3.424     3.440   15.06    3.01    5.01
    3.440     3.456   33.77    9.03    3.00
    3.456     3.472   19.08    5.01    0.00
    3.472     3.488   23.12    5.01    2.00
    3.488     3.504   12.04    4.01    4.01
    3.504     3.520   15.06    7.02    2.00
    3.520     3.536   22.12    7.02    2.00
    3.536     3.552   18.08    6.01    2.00
    3.552     3.568   21.10    3.01    4.01
    3.568     3.584   24.14    8.02    1.00
    3.584     3.600   15.06    8.02    0.00
    3.600     3.616   21.11    9.02    1.00
    3.616     3.632   13.05    4.01    6.01
    3.632     3.648   26.16    6.01    2.00
    3.648     3.664   16.06    4.01    2.00
    3.664     3.680   16.09   14.05    1.00
    3.680     3.696   18.12   13.07    8.02
    3.696     3.712   19.09    5.01    3.00
    3.712     3.728   26.16    8.02    0.00
    3.728     3.744   17.07    4.01    1.00
    3.744     3.760   21.11    6.01    3.00
    3.760     3.776   21.11    7.01    1.00
    3.776     3.792   22.11    5.01    1.00
    3.792     3.808   15.06    5.01    3.00
    3.808     3.824   19.11   11.04    2.00
    3.824     3.840   15.06    5.01    4.01
    3.840     3.856   14.06   10.03    2.00
    3.856     3.872   11.04    6.01    2.00
    3.872     3.888   15.06    4.01    2.00
    3.888     3.904   15.07    4.01    6.01
    3.904     3.920   27.20   11.04    3.00
    3.920     3.936   17.07    6.01    0.00
    3.936     3.952   15.07   10.03    1.00
    3.952     3.968   17.07    4.01    4.01
    3.968     3.984   16.07    8.02    2.00
    3.984     4.000   12.04    6.01    2.00
    4.000     4.016   15.07    7.02    5.01
    4.016     4.032   19.10    9.02    1.00
    4.032     4.048   20.08    3.00    1.00
    4.048     4.064   22.12    6.02    4.01
    4.064     4.080   16.08   11.04    3.00
    4.080     4.096   19.09    4.01    5.01
    4.096     4.112   18.10    9.03    4.01
    4.112     4.128   13.05    5.01    3.00
    4.128     4.144   17.09    8.02    4.01
    4.144     4.160   27.18    8.02    2.00
    4.160     4.176   21.11    7.02    2.00
    4.176     4.192   17.07    4.01    3.00
    4.192     4.208   21.13    9.03    6.01
    4.208     4.224   23.14    6.02    5.01
    4.224     4.240   22.14    8.03    6.01
    4.240     4.256   17.09    9.03    5.01
    4.256     4.272   18.06    2.00    0.00
    4.272     4.288   15.07    8.02    4.01
    4.288     4.304   27.16    6.01    1.00
    4.304     4.320   20.10    4.01    4.01
    4.320     4.336   12.04    7.02    2.00
    4.336     4.352   26.14    4.01    1.00
    4.352     4.368   17.07    3.00    3.00
    4.368     4.384   20.11    7.02    3.00
    4.384     4.400   14.08   15.07    3.00
    4.400     4.416   20.11   10.03    2.00
    4.416     4.432   15.06    5.01    2.00
    4.432     4.448   30.21    8.02    1.00
    4.448     4.464   14.05    4.01    2.00
    4.464     4.480   19.10    8.02    3.00
    4.480     4.496   17.09    6.02    6.01
    4.496     4.512   16.07    6.02    4.01
    4.512     4.528    6.02    8.02    3.00
    4.528     4.544   14.05    7.01    1.00
    4.544     4.560   21.10    4.01    2.00
    4.560     4.576   19.08    3.00    2.00
    4.576     4.592   21.09    1.00    3.00
    4.592     4.608   20.11    7.02    3.00
    4.608     4.624   14.07    8.03    5.01
    4.624     4.640   18.08    6.01    2.00
    4.640     4.656   10.04   11.04    2.00
    4.656     4.672   20.10    4.01    4.01
    4.672     4.688   12.04    5.01    2.00
    4.688     4.704   22.12    9.02    1.00
    4.704     4.720   28.20    8.02    4.01
    4.720     4.736   15.06    8.02    1.00
    4.736     4.752   20.09    5.01    0.00
    4.752     4.768   19.09    2.00    5.01
    4.768     4.784   13.04    3.00    1.00
    4.784     4.800   18.08    3.00    3.00
    4.800     4.816   18.08    4.01    2.00
    4.816     4.832   15.07   11.04    2.00
    4.832     4.848   16.07    6.01    2.00
    4.848     4.864   17.08    7.02    4.01
    4.864     4.880   16.07    7.01    1.00
    4.880     4.896   14.07    9.03    6.01
    4.896     4.912   14.05    5.01    1.00
    4.912     4.928   15.06    5.01    2.00
    4.928     4.944   17.08    8.02    3.00
    4.944     4.960   18.09    9.03    3.00
    4.960     4.976   19.10    8.02    4.01
    4.976     4.992   17.08    9.02    1.00
    4.992     5.008   22.10    1.00    4.01
    5.008     5.024   21.11    7.02    2.00
    5.024     5.040   18.09    6.01    3.00
    5.040     5.056   20.09    4.01    3.00
    5.056     5.072   19.08    2.00    4.01
    5.072     5.088   17.08    8.02    2.00
    5.088     5.104   18.08    7.01    1.00
    5.104     5.120   26.15    4.01    3.00
    5.120     5.136   15.06    5.01    4.01
    5.136     5.152   16.08    7.02    6.01
    5.152     5.168   21.11    7.02    3.00
    5.168     5.184   17.09    7.02    5.01
    5.184     5.200   19.10    9.03    3.00
    5.200     5.216   13.05    9.02    2.00
    5.216     5.232   19.09    4.01    3.00
    5.232     5.248   19.10    8.02    2.00
    5.248     5.264   18.08    4.01    4.01
    5.264     5.280   15.06    2.00    6.01
    5.280     5.296   15.06    7.01    1.00
    5.296     5.312   15.07    6.02    6.01
    5.312     5.328   18.09    8.02    2.00
    5.328     5.344   20.11    6.02    4.01
    5.344     5.360   19.08    5.01    1.00
    5.360     5.376   19.08    3.00    2.00
    5.376     5.392   24.15    9.02    2.00
    5.392     5.408   18.09    8.02    1.00
    5.408     5.424   13.04    5.01    1.00
    5.424     5.440   23.14    8.02    4.01
    5.440     5.456   18.10    7.02    6.01
    5.456     5.472   20.09    4.01    3.00
    5.472     5.488   17.07    6.01    1.00
    5.488     5.504   19.08    4.01    1.00
    5.504     5.520   25.13    3.00    1.00
    5.520     5.536   20.09    5.01    2.00
    5.536     5.552   20.09    5.01    1.00
    5.552     5.568   18.07    3.00    1.00
    5.568     5.584   16.07    5.01    4.01
    5.584     5.600   21.11    6.01    2.00
    5.600     5.616   12.04    7.02    2.00
    5.616     5.632   18.08    4.01    4.01
    5.632     5.648   18.07    3.00    1.00
    5.648     5.664   18.07    2.00    1.00
    5.664     5.680   20.11    7.02    4.01
    5.680     5.696   15.07    9.02    1.00
    5.696     5.712   13.04    3.00    2.00
    5.712     5.728   14.05    6.01    2.00
    5.728     5.744   18.08    5.01    1.00
    5.744     5.760   13.05    8.02    3.00
    5.760     5.776   21.10    5.01    1.00
    5.776     5.792   12.05    9.03    4.01
    5.792     5.808   17.07    4.01    2.00
    5.808     5.824   12.03    1.00    1.00
    5.824     5.840   23.14    8.02    4.01
    5.840     5.856   15.07    9.02    2.00
    5.856     5.872   15.06    3.01    4.01
    5.872     5.888   15.05    4.00    0.00
    5.888     5.904   20.10    6.01    3.00
    5.904     5.920   19.10    6.02    4.01
    5.920     5.936   21.13   10.03    3.00
    5.936     5.952   25.17    7.02    6.01
    5.952     5.968   14.06    7.02    2.00
    5.968     5.984   23.13    4.01    5.01
    5.984     6.000   12.04    4.01    3.00
    6.000     6.016   24.15    7.02    5.01
    6.016     6.032   27.19    8.03    5.01
    6.032     6.048   19.09    5.01    2.00
    6.048     6.064   13.04    2.00    2.00
    6.064     6.080   16.06    6.01    1.00
    6.080     6.096   33.77    9.03    4.01
    6.096     6.112    9.03    7.01    0.00
    6.112     6.128   16.07    7.02    2.00
    6.128     6.144   20.11   10.03    2.00
    6.144     6.160   19.10    8.02    2.00
    6.160     6.176   13.04    4.01    2.00
    6.176     6.192   21.10    3.01    4.01
    6.192     6.208   20.09    4.01    1.00
    6.208     6.224   21.10    6.01    1.00
    6.224     6.240   12.04    4.01    3.00
    6.240     6.256   15.06    7.01    1.00
    6.256     6.272   14.04    2.00    2.00
    6.272     6.288   19.10    9.02    1.00
    6.288     6.304   24.12    1.00    3.00
    6.304     6.320   27.16    3.00    3.00
    6.320     6.336   14.07   10.04    5.01
    6.336     6.352   19.09    5.01    2.00
    6.352     6.368   17.07    5.01    0.00
    6.368     6.384   23.15   10.04    4.01
    6.384     6.400   17.08    8.02    3.00
    6.400     6.416   10.03    6.01    3.00
    6.416     6.432   24.13    5.01    1.00
    6.432     6.448   11.03    3.01    4.01
    6.448     6.464   18.09    9.03    3.00
    6.464     6.480   24.12    4.00    0.00
    6.480     6.496   13.05    9.02    2.00
    6.496     6.512   12.04    4.01    4.01
    6.512     6.528   14.05    4.01    2.00
    6.528     6.544   18.08    5.01    3.00
    6.544     6.560   11.04    6.02    5.01
    6.560     6.576   17.10   11.04    4.01
    6.576     6.592   20.09    4.01    2.00
    6.592     6.608   12.04    5.01    2.00
    6.608     6.624   24.14    3.01    5.01
    6.624     6.640   19.10    8.02    3.00
    6.640     6.656   18.08    3.00    3.00
    6.656     6.672   16.07    7.02    3.00
    6.672     6.688   18.10   12.04    1.00
    6.688     6.704   13.05    4.01    6.01
    6.704     6.720   15.07    7.02    4.01
    6.720     6.736   21.12    7.02    4.01
    6.736     6.752   21.12    8.02    3.00
    6.752     6.768   27.14    3.00    0.00
    6.768     6.784   21.11    7.02    3.00
    6.784     6.800   19.11   12.05    3.00
    6.800     6.816   13.05    5.01    4.01
    6.816     6.832   26.14    4.00    0.00
    6.832     6.848   25.15    3.01    5.01
    6.848     6.864   14.05    3.00    3.00
    6.864     6.880   15.06    8.02    1.00
    6.880     6.896   11.03    6.01    1.00
    6.896     6.912   19.10   10.03    0.00
    6.912     6.928   18.09    5.01    5.01
    6.928     6.944   12.04    5.01    3.00
    6.944     6.960   20.14   12.06    7.02
    6.960     6.976   20.11    6.02    4.01
    6.976     6.992   12.05    8.03    5.01
    6.992     7.008   17.09    9.03    4.01
    7.008     7.024   20.12   10.03    3.00
    7.024     7.040   16.07    4.01    4.01
    7.040     7.056   18.08    6.01    2.00
    7.056     7.072   17.07    4.01    2.00
    7.072     7.088   20.11    9.02    1.00
    7.088     7.104   23.13    3.01    5.01
    7.104     7.120   21.11    7.01    1.00
    7.120     7.136   17.07    7.01    1.00
    7.136     7.152   19.11   11.04    3.00
    7.152     7.168   18.08    5.01    3.00
    7.168     7.184   18.08    3.00    3.00
    7.184     7.200   13.06   10.03    2.00
    7.200     7.216   20.10    7.01    1.00
    7.216     7.232   22.11    4.01    2.00
    7.232     7.248   15.06    4.01    5.01
    7.248     7.264   10.04    6.02    6.01
    7.264     7.280   14.05    5.01    2.00
    7.280     7.296   15.06    3.00    3.00
    7.296     7.312   20.11    6.02    4.01
    7.312     7.328   19.09    5.01    4.01
    7.328     7.344   21.13    7.02    6.01
    7.344     7.360   17.08   10.03    1.00
    7.360     7.376   19.08    4.01    2.00
    7.376     7.392   17.07    6.01    2.00
    7.392     7.408   19.10    6.02    5.01
    7.408     7.424   11.04    8.02    4.01
    7.424     7.440   21.10    4.01    2.00
    7.440     7.456   13.05    5.01    5.01
    7.456     7.472   17.08   10.03    1.00
    7.472     7.488   23.13    5.01    3.00
    7.488     7.504   18.09    7.02    2.00
    7.504     7.520   18.08    5.01    1.00
    7.520     7.536   19.09    8.02    0.00
    7.536     7.552   20.09    4.01    2.00
    7.552     7.568   19.10    9.03    3.00
    7.568     7.584   13.05    6.02    5.01
    7.584     7.600   11.04    4.01    4.01
    7.600     7.616   24.13    4.01    2.00
    7.616     7.632   13.05    6.01    2.00
    7.632     7.648   17.08    7.02    3.00
    7.648     7.664   15.06    5.01    2.00
    7.664     7.680   20.10    6.01    2.00
    7.680     7.696   23.12    7.01    0.00
    7.696     7.712   16.07    8.02    1.00
    7.712     7.728   14.05    3.00    2.00
    7.728     7.744    9.02    3.00    1.00
    7.744     7.760   16.08    7.02    6.01
    7.760     7.776   20.12   10.03    3.00
    7.776     7.792   13.05    6.01    3.00
    7.792     7.808   15.07    9.02    2.00
    7.808     7.824   20.10    7.02    2.00
    7.824     7.840   14.05    5.01    2.00
    7.840     7.856   25.14    5.01    1.00
    7.856     7.872   17.08    8.02    3.00
    7.872     7.888   15.08   11.04    5.01
    7.888     7.904   19.08    6.01    0.00
    7.904     7.920   17.07    5.01    2.00
    7.920     7.936   15.06    7.02    2.00
    7.936     7.952   22.13    5.01    6.01
    7.952     7.968   23.13    6.01    3.00
    7.968     7.984   22.10    5.01    0.00
    7.984     8.000   19.11   10.03    3.00
    8.000     8.016   22.12    5.01    4.01
    8.016     8.032   18.08    5.01    1.00
    8.032     8.048   13.05    8.02    1.00
    8.048     8.064   16.07    7.01    1.00
    8.064     8.080   21.14   11.04    5.01
    8.080     8.096   16.06    2.00    4.01
    8.096     8.112   19.10    9.03    3.00
    8.112     8.128   22.12    5.01    4.01
    8.128     8.144   19.11   11.04    2.00
    8.144     8.160   25.17    8.03    5.01
    8.160     8.176   15.07    9.03    3.00
    8.176     8.192   23.13    7.01    1.00
    8.192     8.208   12.05   10.03    0.00
    8.208     8.224   19.11   10.03    3.00
    8.224     8.240   10.03    5.01    2.00
    8.240     8.256   20.10    8.02    0.00
    8.256     8.272   14.05    1.00    5.01
    8.272     8.288   12.04    6.01    1.00
    8.288     8.304   17.07    4.01    2.00
    8.304     8.320   17.08    5.01    4.01
    8.320     8.336   16.07    9.02    1.00
    8.336     8.352   21.11    5.01    5.01
    8.352     8.368   17.07    6.01    2.00
    8.368     8.384   14.05    2.00    3.00
    8.384     8.400   15.06    5.01    1.00
    8.400     8.416   16.07    7.01    1.00
    8.416     8.432   21.12    8.02    4.01
    8.432     8.448   14.05    5.01    3.00
    8.448     8.464   12.04    8.02    1.00
    8.464     8.480   18.09   10.03    1.00
    8.480     8.496   13.05    7.01    1.00
    8.496     8.512   18.08    6.01    1.00
    8.512     8.528   19.10    8.02    3.00
    8.528     8.544   20.11    6.02    6.01
    8.544     8.560   23.13    7.02    3.00
    8.560     8.576   12.05    6.02    4.01
    8.576     8.592   15.07   10.03    2.00
    8.592     8.608   22.12    6.01    3.00
    8.608     8.624   14.05    6.01    1.00
    8.624     8.640   17.06    2.00    2.00
    8.640     8.656   19.10   10.03    2.00
    8.656     8.672   17.07    3.00    3.00
    8.672     8.688   17.09    8.03    5.01
    8.688     8.704   15.06    5.01    1.00
    8.704     8.720   20.11    7.02    4.01
    8.720     8.736   10.03    4.01    2.00
    8.736     8.752   15.07    7.02    3.00
    8.752     8.768   18.08    3.00    3.00
    8.768     8.784    9.03    7.02    3.00
    8.784     8.800    8.02    6.01    1.00
    8.800     8.816   16.06    6.01    1.00
    8.816     8.832   26.18   10.04    4.01
    8.832     8.848   21.12    6.02    5.01
    8.848     8.864   12.04    5.01    1.00
    8.864     8.880   16.08    9.03    3.00
    8.880     8.896   21.12    9.02    2.00
    8.896     8.912   24.16    8.03    6.01
    8.912     8.928   22.12    5.01    4.01
    8.928     8.944   23.15    9.03    4.01
    8.944     8.960   17.08    8.02    1.00
    8.960     8.976   21.11    6.01    2.00
    8.976     8.992   13.05    7.02    2.00
    8.992     9.008   17.07    4.01    2.00
    9.008     9.024   17.08   10.03    0.00
    9.024     9.040   22.15   13.06    4.01
    9.040     9.056   20.09    4.01    3.00
    9.056     9.072   15.06    8.02    1.00
    9.072     9.088   17.07    3.01    4.01
    9.088     9.104   10.03    6.01    2.00
    9.104     9.120   24.16   12.04    2.00
    9.120     9.136   16.08    8.03    5.01
    9.136     9.152   20.11    8.02    3.00
    9.152     9.168   16.06    5.01    2.00
    9.168     9.184   19.12   13.05    3.00
    9.184     9.200   24.13    5.01    2.00
    9.200     9.216   19.10    8.02    2.00
    9.216     9.232   15.06    6.01    2.00
    9.232     9.248   22.12    5.01    4.01
    9.248     9.264   13.05    7.02    4.01
    9.264     9.280   22.14   10.04    4.01
    9.280     9.296    5.01    6.01    3.00
    9.296     9.312   14.05    7.01    1.00
    9.312     9.328   19.10    9.02    1.00
    9.328     9.344   26.16    3.01    6.01
    9.344     9.360   18.09    7.02    5.01
    9.360     9.376   26.20   13.06    4.01
    9.376     9.392   19.09    7.01    1.00
    9.392     9.408   15.05    3.00    2.00
    9.408     9.424   26.14    5.01    0.00
    9.424     9.440   15.07    8.02    4.01
    9.440     9.456   20.11    9.03    3.00
    9.456     9.472   13.04    6.01    0.00
    9.472     9.488   13.05    5.01    4.01
    9.488     9.504   25.15    7.02    3.00
    9.504     9.520   17.08    8.02    3.00
    9.520     9.536   16.07    7.01    1.00
    9.536     9.552   19.10    7.02    3.00
    9.552     9.568   15.06    2.00    4.01
    9.568     9.584   21.09    3.00    1.00
    9.584     9.600   22.12    6.01    2.00
    9.600     9.616   19.09    7.02    2.00
    9.616     9.632   10.03    4.01    1.00
    9.632     9.648   22.10    2.00    3.00
    9.648     9.664   16.07    3.01    5.01
    9.664     9.680   21.11    8.02    1.00
    9.680     9.696   27.19    8.02    4.01
    9.696     9.712   18.08    6.01    2.00
    9.712     9.728   16.07    6.01    2.00
    9.728     9.744   14.05    5.01    2.00
    9.744     9.760   23.14    9.02    2.00
    9.760     9.776   11.04    5.01    3.00
    9.776     9.792   11.05   10.04    4.01
    9.792     9.808   26.16    9.02    1.00
    9.808     9.824   25.14    5.01    2.00
    9.824     9.840   17.08    7.02    2.00
    9.840     9.856   23.13    5.01    3.00
    9.856     9.872   14.06   10.03    0.00
    9.872     9.888   17.09   12.04    0.00
    9.888     9.904   19.09    5.01    4.01
    9.904     9.920   12.05    7.02    3.00
    9.920     9.936   16.06    4.01    1.00
    9.936     9.952   14.06    5.01    6.01
    9.952     9.968   13.05   10.03    1.00
    9.968     9.984   18.10    7.02    6.01
    9.984    10.000   10.04    8.02    3.00
   10.000    10.016   17.08    7.02    2.00
   10.016    10.032   14.06    7.02    5.01
   10.032    10.048   14.05    4.01    2.00
   10.048    10.064   25.16    8.02    4.01
